Con,,IR,,LCA+IR,,LCA+IR+Si-SCD1,,,Con,,IR,,LCA+IR,,LCA+IR+Si-SCD1,
FA 16:1,FA 18:1,FA 16:1,FA 18:1,FA 16:1,FA 18:1,FA 16:1,FA 18:1,,FA 20:4,FA 22:4,FA 20:4,FA 22:4,FA 20:4,FA 22:4,FA 20:4,FA 22:4
,,,,,,,,,,,,,,,,
1.333,2.338,0.688,1.264,1.184,2.397,0.658,1.285,,28.792,7.008,53.598,12.356,30.129,7.381,54.479,12.277
1.217,2.535,0.813,1.434,1.193,2.405,0.662,1.43,,30.564,6.937,53.082,12.19,30.776,6.92,54.343,12.21
1.36,2.299,0.783,1.481,1.239,2.317,0.777,1.478,,29.414,7.384,52.249,12.52,28.207,7.736,54.416,11.816
1.304,2.589,0.824,1.381,1.135,2.654,0.809,1.42,,30.4,7.06,51.053,12.93,31.239,7.168,51.848,12.87
1.106,2.315,0.789,1.376,1.223,2.531,0.804,1.453,,27.753,7.379,51.937,12.565,30.554,6.992,53.498,12.373
