Sham,,AT9(C/G),,IR,,AT9(C/G)+IR,,Gpbar1-KO+AT9(C/G)+IR,
SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1
1.03792,0.9008,2.52717,2.30811,1.95526,2.51733,7.29076,4.09591,1.84135,0.48675
1.04285,1.12635,3.21098,2.03604,1.92625,2.37773,6.28074,4.48754,1.2909,0.6835
1.0272,1.08004,1.98541,2.71336,2.72431,2.35895,7.14735,3.95769,0.87884,1.20496
0.96704,1.11723,2.63823,2.2738,1.98338,2.37773,5.04351,4.31931,0.63674,0.49313
