Sham,Sham,IR,IR,AT9(C/G)+IR,AT9(C/G)+IR,AT9+IR,AT9+IR,HD5+IR,HD5+IR
Villus,crypts,Villus,crypts,Villus,crypts,Villus,crypts,Villus,crypts
273.53238,18,125.42213,2,252.749,14,177.5225,8,183.17238,5
273.72313,17,138.64238,3,292.322,12,196.47538,6,207.84638,7
263.52825,15,145.98113,4,294.98163,11,248.525,8,196.75488,6
321.406,17,138.8475,5,227.98663,13,186.61038,7,179.85888,8
298.76513,17,110.28125,5,254.637,11,196.558,6,185.23413,9
275.03113,18,124.14225,3,232.1775,13,192.52613,7,215.09025,6
