Sham,,AT9(C/G),,IR,,AT9(C/G)+IR,,Gpbar1-KO+AT9(C/G)+IR,
SCD1,Srebf1,SCD1,Srebf1,SCD1,Srebf1,SCD1,Srebf1,SCD1,Srebf1
1.11729,1.27162,1.7411,0.91806,1.31951,2.06575,3.89062,4.87927,1.02811,2.34026
1.3566,1.28046,2.58471,1.73708,1.59107,2.8219,3.89062,2.59668,0.56644,1.32562
1.04972,1.05458,1.68179,1.52274,0.8409,1.46071,2.86791,4.10296,1.94531,2.27626
1.71713,1.77358,2.11404,1.21982,1.02811,2.43964,3.13834,4.24766,1.07177,2.54324
0.63288,0.58913,0.85263,1.05458,1.82766,3.21912,3.86375,5.08648,1.32869,1.82344
0.57834,0.55735,0.8179,1.11471,0.95264,1.35347,3.5801,2.52567,1.7411,1.88775
