IR,LCA+IR,IR,LCA+IR,IR,LCA+IR
,,,,,
,,,,,
SCD1,SCD1,FADS1,FADS1,FADS2,FADS2
,,,,,
54281.49702,78253.81483,37571.14013,76628.04393,51387.26262,91010.42854
43591.43228,93173.97205,40606.23284,76885.15861,41073.23167,95905.18828
49721.6583,91284.18333,41563.62386,74900.32782,41477.16243,81192.33957
53094.3,104748.4234,39989.5,89641.89898,45223.7,106633.9158
