Sham,,LCA,,IR,,LCA+IR,,Gpbar1-KO+LCA+IR,
SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1,SCD1,SREBP1
0.93741,0.88706,1.75087,1.38488,1.25674,1.2435,4.45831,1.53575,0.35423,1.05343
1.01419,1.10706,1.51964,1.11436,1.50171,1.18655,3.33038,1.47312,1.25392,0.92094
0.96392,1.06027,2.16213,1.49801,2.48182,1.47557,3.08587,1.94747,1.19549,1.3084
1.10463,1.08225,2.95253,1.63967,1.30517,1.09684,5.13951,1.85759,0.23449,1.18241
