Sham,,AT9(C/G),,IR,,AT9(C/G)+IR,,Gpbar1-KO+AT9(C/G)+IR,,MF438+AT9(C/G)+IR,
,,,,,,,,,,,
FA 18£º1,FA 20:4,FA 18£º1,FA 20:4,FA 18£º1,FA 20:4,FA 18£º1,FA 20:4,FA 18£º1,FA 20:4,FA 18£º1,FA 20:4
3814.39,816.92,3002.89,913.66,1419.56,1222.41,3718.89,1022.26,1967.95,1146.06,1488.87,1314.4
2722.44,1120.11,4016.24,752.59,518.28,1104.02,2327.99,875.34,1253.64,1112.16,2215.36,1063.26
3388.91,848.11,3578.86,855.9,740.02,1319.19,2298.7,900.98,1270.42,1247.96,736.24,1308.23
3539.57,862.29,2605.57,1119.68,1033.27,1643.38,4273.33,772.32,819.1,1339.72,1565.86,1174.27
4387.45,902.91,4344.68,740.32,967.2,1877.29,3367.13,1035.94,593.33,1463.47,1431.92,1131.22
