Sham,,LCA,,IR,,LCA+IR,,LCA+IR+Si-SCD1,
4-HNE,MDA,4-HNE,MDA,4-HNE,MDA,4-HNE,MDA,4-HNE,MDA
0.18328,0.48269,0.14462,0.50716,0.46398,0.56865,0.19652,0.45709,0.59864,0.59451
0.13751,0.51154,0.15698,0.45586,0.49791,0.56252,0.23826,0.49653,0.45973,0.58718
0.14575,0.51389,0.14488,0.45645,0.49988,0.57851,0.22377,0.4952,0.49179,0.58718
0.15797,0.45444,0.17461,0.5337,0.39638,0.58384,0.21729,0.48587,0.50362,0.61717
0.15694,0.47327,0.172,0.49478,0.50559,0.58251,0.26142,0.4992,0.50696,0.59717
0.13638,0.48387,0.15566,0.48711,0.50457,0.58051,0.28364,0.4812,0.50817,0.61917
