ACE,,,Shannon,
Sham, AT9(C/G),,Sham, AT9(C/G)
4188.63422,4974.10878,,5.93488,6.62824
4508.83744,5075.84855,,6.36073,7.18736
3352.79587,4722.80901,,5.37739,5.9705
4338.12167,4576.72737,,5.91008,6.22002
4062.05636,4950.04819,,5.67669,6.76875
4324.02732,4423.29478,,5.51471,6.23957
